"","logFC","logCPM","LR","PValue","PAdju_BH","PAdju_bonf","expression","expression_bonf"
"Mcavernosa27436-RA",-0.779998266417278,4.1940185039821,0.195437601806251,0.658428963199632,0.858889247323101,1,"Stable","Stable"
"Mcavernosa27438-RA",-3.58645461872575,3.10454401337215,2.73571784377838,0.0981273994580961,0.557251689217917,1,"Stable","Stable"
"Mcavernosa27441-RA",-1.50514665962222,4.83849327901387,1.26602227186511,0.260514227458031,0.605748970505983,1,"Stable","Stable"
"Mcavernosa27444-RA",-4.01077037383164,3.23232392834263,4.49371494676123,0.0340196736334195,0.533454070116035,1,"Stable","Stable"
"Mcavernosa27447-RA",-1.48594995737229,2.77992048410939,0.62983176842403,0.427417029050022,0.721778167198216,1,"Stable","Stable"
"Mcavernosa27470-RA",-1.03393851826599,2.96227921040949,0.495094211497394,0.48166365093077,0.749906135409807,1,"Stable","Stable"
"Mcavernosa27474-RA",-4.97886037165963,4.13229167589292,4.52966929154008,0.0333120545713792,0.533454070116035,1,"Stable","Stable"
"Mcavernosa27647-RA",-2.96412292959629,3.11154832731838,1.7111307721139,0.190838724311036,0.597224565178458,1,"Stable","Stable"
"Mcavernosa27650-RA",1.1082340702515,5.20302956897072,0.742861451459312,0.388745792218667,0.701998652381915,1,"Stable","Stable"
"Mcavernosa27664-RA",-0.190780932446217,4.39335528390461,0.0172908420815894,0.895384021208056,0.970729664116128,1,"Stable","Stable"
"Mcavernosa27666-RA",-0.822206000428053,2.75269902594403,0.212485761426042,0.644826027217364,0.852536300764277,1,"Stable","Stable"
"Mcavernosa27690-RA",0.990366384395257,2.71019045039358,1.76392085379946,0.184136214178054,0.597224565178458,1,"Stable","Stable"
"Mcavernosa27692-RA",-3.47675454580593,3.34769462956948,3.53989484895214,0.0599092590133704,0.555725775133094,1,"Stable","Stable"
"Mcavernosa27693-RA",2.85393754937433,9.57945790268583,10.5092648106976,0.00118777502718878,0.137043109516159,1,"Stable","Stable"
"Mcavernosa27703-RA",-0.106536738937841,3.68510109578621,0.00246196012476396,0.96042668833597,0.994753128898431,1,"Stable","Stable"
"Mcavernosa27704-RA",0.0770155536077961,2.77481686053596,0.00280993200917345,0.957724902712551,0.993812911437417,1,"Stable","Stable"
"Mcavernosa27772-RA",1.23420191204851,2.78021044591682,1.95289954373937,0.1622747396261,0.587518856012523,1,"Stable","Stable"
"Mcavernosa30246-RA",-1.08759004774105,2.74267901280284,0.480306366821202,0.488283577814648,0.75512259953809,1,"Stable","Stable"
