"","logFC","logCPM","LR","PValue","PAdju_BH","PAdju_bonf"
"Mcavernosa21549",-4.38582879455212,2.77629054760902,3.67877572760352,0.0551093013223733,0.301162622112967,1
"Mcavernosa21551",3.56558086500794,4.03998203749399,4.39236749167414,0.0361001512314019,0.266233118124493,1
"Mcavernosa21552",1.31220910715521,4.08998395273199,0.602749826142361,0.437530762074986,0.662771783851067,1
"Mcavernosa21553",-1.72397815635753,3.03986115630129,1.89915717225349,0.168172688614067,0.435194103533493,1
"Mcavernosa21555",0,1.12422133588168,0,1,1,1
"Mcavernosa21556",10.9055767509995,7.34347237568052,7.46331434470586,0.00629689655815228,0.17424136597975,1
"Mcavernosa21559",2.75558045095327,1.43161748574336,3.60085987534081,0.0577496935753022,0.301749930190448,1
"Mcavernosa21561",3.49113184253914,3.07371322876604,4.21873453169004,0.0399799674258285,0.273350472095455,1
"Mcavernosa21562",1.35272056433664,7.10051006895245,0.951446408927714,0.329351399460296,0.583536002910895,1
"Mcavernosa21563",-1.5772027862423,2.39514719666692,0.750676341073419,0.386262181643038,0.635834731230109,1
"Mcavernosa21564",2.78588775158146,1.40684896253512,3.88258509646035,0.0487893800679073,0.289275726560207,1
"Mcavernosa21566",5.41237315822261,6.88731076707674,7.57972601036239,0.00590284118008573,0.171283074430202,1
"Mcavernosa21567",-1.74147339446413,8.22345076106848,1.49728721071233,0.221089241108968,0.476418016661756,1
"Mcavernosa21568",1.18480410493066,2.44035448739314,0.720908028291452,0.395846220864813,0.644719686121027,1
"Mcavernosa21569",1.56129107216799,1.21522246622185,1.85611800455509,0.173073507580213,0.435194103533493,1
"Mcavernosa21570",-1.9613547141639,1.22384953518563,1.80038301036372,0.179666197690233,0.435194103533493,1
"Mcavernosa21571",2.04970207360245,1.81413155019824,2.53075354792468,0.111646887215891,0.381503196124801,1
"Mcavernosa21572",-1.83657867173397,6.20610454940606,1.96347605262691,0.161142048297741,0.434781401736526,1
"Mcavernosa21573",6.02577537860323,2.91690846764875,5.34446785104679,0.0207881277831772,0.229393749110812,1
"Mcavernosa21574",-0.966048938109615,1.33580507525667,0.20690817520823,0.64920161347258,0.835545077795863,1
"Mcavernosa21575",1.50450594653665,1.43095571282699,0.764184491036899,0.382022161053358,0.631659194980791,1
"Mcavernosa21576",-5.96580202644267,2.48450677519654,6.21188920999396,0.0126895135336164,0.196462754511159,1
"Mcavernosa21577",-0.226575233847581,1.41798928804109,0.0218495900398681,0.882487927996462,0.992925927794327,1
"Mcavernosa21578",0,1.12422133588168,0,1,1,1
"Mcavernosa21579",3.15618459950939,1.51004071705558,4.38556315532743,0.0362445167220149,0.266233118124493,1
"Mcavernosa21580",-1.28456416212531,1.1939928202945,0.848974722140765,0.356842545769087,0.609431928823637,1
"Mcavernosa21581",6.44426744780647,4.64202392127114,7.09838813485524,0.00771533046213848,0.181394863781988,1
"Mcavernosa21584",-1.22618776355194,2.81086657569063,1.05523659330686,0.304304127401886,0.556826173387203,1
"Mcavernosa21587",-0.319537866794946,7.21322090030863,0.0445763298537365,0.832784994199077,0.960237462121779,1
"Mcavernosa21588",0.552761298525789,1.34656923876063,0.127105024086688,0.721452737718887,0.883965120123908,1
"Mcavernosa21589",-2.5107890882323,2.47437264873654,1.73651068301823,0.187581554268103,0.437564463819482,1
"Mcavernosa21590",-0.822615304640508,10.1393677523702,0.93121703758251,0.334546878193057,0.589902149807729,1
"Mcavernosa21592",0.31508183152234,7.14233152799442,0.0390664080523564,0.843317159226841,0.966938850031195,1
"Mcavernosa21594",1.00937768860448,1.55542450735421,0.546302791358081,0.459832319077267,0.683128487060843,1
"Mcavernosa21595",0.386006894452683,7.96947406449222,0.073252125989228,0.786659236397939,0.929751259334396,1
"Mcavernosa21597",-0.825336402953211,1.1499954575363,0.613967321447774,0.433297941933232,0.65924156620733,1
"Mcavernosa21598",-1.02883932283014,4.68945393642257,0.534158405592631,0.464863807094732,0.688335989573026,1
"Mcavernosa21599",3.58895944982381,6.86229164490547,1.47278939341173,0.224906105450552,0.481031132621387,1
"Mcavernosa21600",-2.37365857246904,4.5421916434284,1.71389409369862,0.190480910261634,0.437564463819482,1
"Mcavernosa21601",3.31625430783298,8.13705214850661,4.54114867213906,0.033089380478356,0.260824109455999,1
"Mcavernosa21602",-0.538320040584363,4.56640418555867,0.120570579661546,0.728416471991807,0.889641513628979,1
"Mcavernosa21604",2.99445457369016,3.71690861611081,3.41978374320439,0.0644194515255408,0.312365870558717,1
"Mcavernosa21605",1.04747050005091,3.58212818371133,0.492014923209732,0.48302986753993,0.70418319416584,1
"Mcavernosa21606",1.72800645162089,6.23538352968431,1.42861824769033,0.231990073595244,0.487966564452542,1
"Mcavernosa21609",-1.32117593051432,1.1750857280311,1.07766277442756,0.299220998256542,0.551124831511127,1
"Mcavernosa21610",6.45195733161903,8.67212475575407,9.14738068314953,0.00249074358089422,0.143181029119394,1
"Mcavernosa21611",-3.63895665254946,5.19270224050091,7.05074771427388,0.00792321709839337,0.182323621159679,1
"Mcavernosa21615",0,1.12422133588168,0,1,1,1
"Mcavernosa21616",1.54062241525578,1.2114578656531,1.83883978736584,0.17508699215255,0.435194103533493,1
"Mcavernosa21617",-1.98765810557877,1.49247577805166,1.44202900219755,0.229811285825222,0.485622705298553,1
"Mcavernosa21619",6.75443778838087,3.47502602691849,7.27365976081215,0.00699730839138265,0.17637272372811,1
"Mcavernosa21620",1.5235273554454,3.24080657975164,0.412532243287963,0.520687028879804,0.737014571156759,1
"Mcavernosa21621",1.45256937240755,1.19694675622199,1.76382056922632,0.184148684887575,0.435194103533493,1
"Mcavernosa21622",-1.51515455027996,2.06637016193843,0.760350501430122,0.383218856385419,0.632805446177601,1
"Mcavernosa21623",1.77434024012199,6.11214629393619,0.794528955379477,0.372734172547452,0.626050926504972,1
"Mcavernosa21625",3.57603046539913,1.62664009851893,5.08639461769656,0.0241142747982196,0.239600685923737,1
"Mcavernosa21626",1.84854392954786,1.28483350375941,2.08054919330968,0.149186491793514,0.422082814682325,1
"Mcavernosa21627",-0.824267025085421,1.14992861644517,0.613403280893977,0.433509284745983,0.65924156620733,1
"Mcavernosa21629",-0.825336402953211,1.1499954575363,0.613967321447774,0.433297941933232,0.65924156620733,1
"Mcavernosa21630",0,1.12422133588168,0,1,1,1
"Mcavernosa21631",-0.710760433431113,4.26414647643577,0.317177407010895,0.573308877989472,0.7766971552248,1
"Mcavernosa21632",0.388805629078002,5.71601643505395,0.048429981140222,0.825818096186299,0.956473376461224,1
"Mcavernosa21633",6.65085156612588,3.39921201064405,4.69894261784978,0.0301811800631465,0.256951409576579,1
"Mcavernosa21634",-3.01160346280717,1.37109656892207,2.44393816265941,0.117979696841708,0.392874772430485,1
"Mcavernosa21635",1.56129107216799,1.21522246622185,1.85611800455509,0.173073507580213,0.435194103533493,1
"Mcavernosa21636",-5.71069998528038,2.3318942300407,8.69545506632788,0.00319004465078258,0.151037111575219,1
